title,date_published,date_modified,content,road,town,location,all_text,fatalities_mentioned,fatalities_count,vehicles,accident_types,hospital,injuries,brands,day,time,age,latitude,longitude,hourly_temperature_2m,hourly_precipitation,hourly_rain,hourly_showers,hourly_visibility,hourly_windspeed_10m,hourly_winddirection_10m,daily_weather_code,daily_rain_sum,daily_wind_gusts_10m_max,daily_wind_speed_10m_max,daily_wind_direction_10m_dominant,weather_matched_hour_utc
Motorcyclist seriously injured,2025-08-18,2025-08-18,"Yesterday, at around four in the afternoon (1600 hrs), the Police were informed of a traffic accident along the Coast Road, Naxxar.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 44-year-old woman from St Paul’s Bay and a CF Moto motorcycle driven by a 53-year-old man from Belgium who lives in Gzira.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital for treatment where he was later certified to have sustained serious injuries.Magistrate Dr Monica Borg Galea LL. D was informed of the case and opened a Magisterial Inquiry while Police investigations are ongoing.",Coast Road,In-Naxxar,"('Coast Road', 'In-Naxxar')","Motorcyclist seriously injured Yesterday, at around four in the afternoon (1600 hrs), the Police were informed of a traffic accident along the Coast Road, Naxxar.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 44-year-old woman from St Paul’s Bay and a CF Moto motorcycle driven by a 53-year-old man from Belgium who lives in Gzira.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital for treatment where he was later certified to have sustained serious injuries.Magistrate Dr Monica Borg Galea LL. D was informed of the case and opened a Magisterial Inquiry while Police investigations are ongoing.",False,,"['Motorcycle', 'Car']","['Collision', 'Accident']",['Mater Dei'],['Serious'],"['Moto', 'Cf', 'Toyota']",Monday,16:00,44,35.9133396,14.4432851,24.518999099731445,0.0,0.0,0.0,10760.0,4.104631423950195,285.2551574707031,2.0,0.0,18.35999870300293,11.486200332641602,313.08709716796875,2025-08-18 22:00:00+00:00
Woman grievously injured in traffic accident,2025-09-16,2025-09-17,"A 29-year-old Spanish woman, at around 1215hrs, was taken to the Gozo General Hospital because she was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by Mazda 2, which was being driven by a woman a 64-year-old resident of Rabat, Gozo.The woman was assisted by a medical team, taken to hospital by ambulance and certified that she was grievously injured.Police investigations are ongoing.",Republic Street,Ir-Rabat,"('Republic Street', 'Ir-Rabat')","Woman grievously injured in traffic accident A 29-year-old Spanish woman, at around 1215hrs, was taken to the Gozo General Hospital because she was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by Mazda 2, which was being driven by a woman a 64-year-old resident of Rabat, Gozo.The woman was assisted by a medical team, taken to hospital by ambulance and certified that she was grievously injured.Police investigations are ongoing.",False,,"['Motorcycle', 'Pedestrian', 'Car']",['Accident'],['Gozo General Hospital'],[],"['Victoria', 'Mazda']",Tuesday,12:15,29,35.8818906,14.3988213,23.651500701904297,0.0,0.0,0.0,21560.0,4.198285102844238,300.96368408203125,2.0,0.0,22.68000030517578,11.54247760772705,272.3788146972656,2025-09-16 22:00:00+00:00
Traffic accident in St Julian&#8217;s,2024-12-26,2024-12-26,"Yesterday, at around 1530hrs, the Police were informed about a traffic accident in Mikiel Anton Vassalli Street, St Julian’s.Preliminary investigations showed that a 28-year-old man from Żejtun lost control of the BMW he was driving and overturned. A 25-year-old man from Zejtun was also in the vehicle.The 25-year-old was assisted by a medical team, taken to Mater Dei Hospital by an ambulance and certified to have sustained grievous injuries.Members of the Civil Protection Department were also on site to assist.The Police are investigating the case.",Mikiel Anton Vassalli Street,San Ġiljan,"('Mikiel Anton Vassalli Street', 'San Ġiljan')","Traffic accident in St Julian&#8217;s Yesterday, at around 1530hrs, the Police were informed about a traffic accident in Mikiel Anton Vassalli Street, St Julian’s.Preliminary investigations showed that a 28-year-old man from Żejtun lost control of the BMW he was driving and overturned. A 25-year-old man from Zejtun was also in the vehicle.The 25-year-old was assisted by a medical team, taken to Mater Dei Hospital by an ambulance and certified to have sustained grievous injuries.Members of the Civil Protection Department were also on site to assist.The Police are investigating the case.",False,,['Motorcycle'],['Accident'],['Mater Dei'],['Grievous'],['Bmw'],Thursday,15:30,28,35.9199225,14.4877119,12.48650074005127,0.0,0.0,0.0,48820.0,6.618519306182861,22.380184173583984,3.0,0.0,30.96000099182129,14.40899658203125,1.9748857021331787,2024-12-26 22:00:00+00:00
Fatal motorcycle accident,2025-05-27,2025-05-27,"A 35-year-old man and residing in Qormi, lost his life today afternoon in a traffic accident in St Paul’s Bay.The accident happened at around 1230hrs in St Paul’s Bay BypassFrom initial investigations it appears that the man was riding a Suzuki motorcycle direction to Xemxija, when he lost control and crashed into the barriers.The victim was immediately assisted by a medical team but unfortunately, he was certified dead on site.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",,Ħal Qormi,"(None, 'Ħal Qormi')","Fatal motorcycle accident A 35-year-old man and residing in Qormi, lost his life today afternoon in a traffic accident in St Paul’s Bay.The accident happened at around 1230hrs in St Paul’s Bay BypassFrom initial investigations it appears that the man was riding a Suzuki motorcycle direction to Xemxija, when he lost control and crashed into the barriers.The victim was immediately assisted by a medical team but unfortunately, he was certified dead on site.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",True,,['Motorcycle'],['Accident'],[],[],['Suzuki'],Tuesday,12:30,35,35.877464,14.4739598,19.006000518798828,0.0,0.0,0.0,35460.0,14.917211532592773,278.3255615234375,2.0,0.0,47.519996643066406,20.674158096313477,282.3427734375,2025-05-27 22:00:00+00:00
Traffic accident in Mosta,2025-04-18,2025-04-18,"A 46-year-old motorcyclist resident in Rabat, was seriously injured early this morning in a traffic accident in Mosta.The accident happened at around 0200hrs in Triq iż-Żejfa.Preliminary investigations showed that a collision occurred between a BMW motorcycle being driven by a Transport Malta official and a Peugeot 206 driven by a 54-year-old man residing in Naxxar.A medical team was immediately summoned to assist the officer and was then taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",Triq iż-Żejfa,Ir-Rabat,"('Triq iż-Żejfa', 'Ir-Rabat')","Traffic accident in Mosta A 46-year-old motorcyclist resident in Rabat, was seriously injured early this morning in a traffic accident in Mosta.The accident happened at around 0200hrs in Triq iż-Żejfa.Preliminary investigations showed that a collision occurred between a BMW motorcycle being driven by a Transport Malta official and a Peugeot 206 driven by a 54-year-old man residing in Naxxar.A medical team was immediately summoned to assist the officer and was then taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",False,,['Motorcycle'],"['Collision', 'Accident']",['Mater Dei'],[],"['Peugeot', 'Bmw']",Friday,02:00,46,35.8818906,14.3988213,14.701499938964844,0.0,0.0,0.0,47240.0,3.7064266204833984,209.05450439453125,3.0,0.0,38.880001068115234,22.00716209411621,272.305908203125,2025-04-18 22:00:00+00:00
Car-motorcycle collision in Marsa,2025-05-24,2025-05-24,"Today, at around 0715hrs, the Police were informed of a traffic accident in Aldo Moro Street, Marsa.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 65-year-old man residing in San Ġwann and a Yamaha GPD125-A motorcycle driven by a 37-year-old Albanian man who lives in St Paul’s Bay.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",Aldo Moro Street,Il-Marsa,"('Aldo Moro Street', 'Il-Marsa')","Car-motorcycle collision in Marsa Today, at around 0715hrs, the Police were informed of a traffic accident in Aldo Moro Street, Marsa.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 65-year-old man residing in San Ġwann and a Yamaha GPD125-A motorcycle driven by a 37-year-old Albanian man who lives in St Paul’s Bay.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",False,,"['Motorcycle', 'Car']","['Collision', 'Accident']",['Mater Dei'],['Grievous'],"['Toyota', 'Yamaha']",Saturday,07:15,65,35.882892,14.4944898,19.042499542236328,0.10000000149011612,0.0,0.10000000149011612,30540.0,20.07302474975586,327.45001220703125,3.0,0.0,47.15999984741211,21.43738555908203,349.18170166015625,2025-05-24 22:00:00+00:00
Woman grievously injured in traffic accident,2024-12-19,2024-12-19,"A 44-year-old woman who lives in Balzan, at around 0815hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Kannizzata, Balzan.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 23-year-old woman residing in Attard.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",Triq il-Kannizzata,Ħal Balzan,"('Triq il-Kannizzata', 'Ħal Balzan')","Woman grievously injured in traffic accident A 44-year-old woman who lives in Balzan, at around 0815hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Kannizzata, Balzan.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 23-year-old woman residing in Attard.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",False,,"['Pedestrian', 'Car']",['Accident'],['Mater Dei'],['Grievous'],['Mazda'],Thursday,08:15,44,35.8986113,14.4510172,15.998499870300293,0.0,0.0,0.0,41760.0,10.13769245147705,253.4955596923828,3.0,0.0,46.79999923706055,20.948163986206055,288.0977478027344,2024-12-19 22:00:00+00:00
Cyclist grievously injured in San Gwann accident,2025-03-28,2025-03-28,"Today, at about (1045hrs), the Police were informed that their assistance was needed in Tal-Balal Road, San Gwann.The Police went immediately on site and there it resulted that an accident had occurred between a bike, on which there was a 33-year-old Italian man, and a DAF truck, which was being driven by a 32-year-old man residing in Mosta.The cyclist was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",Balal Road,San Ġwann,"('Balal Road', 'San Ġwann')","Cyclist grievously injured in San Gwann accident Today, at about (1045hrs), the Police were informed that their assistance was needed in Tal-Balal Road, San Gwann.The Police went immediately on site and there it resulted that an accident had occurred between a bike, on which there was a 33-year-old Italian man, and a DAF truck, which was being driven by a 32-year-old man residing in Mosta.The cyclist was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",False,,"['Bike', 'Car', 'Truck']",['Accident'],['Mater Dei'],['Grievous'],['Daf'],Friday,10:45,33,35.9093052,14.4788042,14.27649974822998,0.0,0.0,0.0,42060.0,17.057313919067383,277.27490234375,80.0,0.0,70.91999816894531,30.498180389404297,281.6375732421875,2025-03-28 22:00:00+00:00
Traffic collision,2025-07-10,2025-07-10,"Yesterday, at around 1830 hrs, the Police were informed of a traffic accident in Mikiel Anton Vassalli Street, Msida.Preliminary investigations showed that a collision occurred between a Smart that was being driven by a 40-year-old Italian resident in Mosta and a Honda WW125 motorcycle that was being driven by a 45-year-old man who lives in Hamrun.A medical team was called on site and an ambulance took the man to Mater Dei hospital where he was certified to have sustained grievous injuries.The Police are carrying out investigations.",Mikiel Anton Vassalli Street,L-Imsida,"('Mikiel Anton Vassalli Street', 'L-Imsida')","Traffic collision Yesterday, at around 1830 hrs, the Police were informed of a traffic accident in Mikiel Anton Vassalli Street, Msida.Preliminary investigations showed that a collision occurred between a Smart that was being driven by a 40-year-old Italian resident in Mosta and a Honda WW125 motorcycle that was being driven by a 45-year-old man who lives in Hamrun.A medical team was called on site and an ambulance took the man to Mater Dei hospital where he was certified to have sustained grievous injuries.The Police are carrying out investigations.",False,,"['Motorcycle', 'Car']","['Collision', 'Accident']",['Mater Dei'],['Grievous'],"['Smart', 'Honda']",Thursday,18:30,40,35.8956943,14.4891829,23.944499969482422,0.0,0.0,0.0,29500.0,8.121970176696777,257.19573974609375,2.0,0.0,30.23999786376953,12.783802032470703,338.41204833984375,2025-07-10 22:00:00+00:00
Man grievously injured in traffic accident,2025-09-25,2025-09-25,"A 70-year-old man residing in St Julian’s, at around 1415hrs, was taken to Gozo General Hospital because he was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by a Lintex HT125T-28 motorcycle, which was being driven by a 58-year-old man residing in Rabat, Gozo.The men were assisted by a medical team and the elderly man was taken to hospital by ambulance, where he was certified to have suffered grievous injuries.Police investigations are ongoing.",Republic Street,Ir-Rabat,"('Republic Street', 'Ir-Rabat')","Man grievously injured in traffic accident A 70-year-old man residing in St Julian’s, at around 1415hrs, was taken to Gozo General Hospital because he was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by a Lintex HT125T-28 motorcycle, which was being driven by a 58-year-old man residing in Rabat, Gozo.The men were assisted by a medical team and the elderly man was taken to hospital by ambulance, where he was certified to have suffered grievous injuries.Police investigations are ongoing.",False,,"['Motorcycle', 'Pedestrian']",['Accident'],['Gozo General Hospital'],['Grievous'],"['Victoria', 'Lintex']",Thursday,14:15,70,35.8818906,14.3988213,22.601499557495117,0.0,0.0,0.0,54100.0,5.495161056518555,328.3925476074219,3.0,0.0,29.8799991607666,15.111424446105957,325.3098449707031,2025-09-25 22:00:00+00:00
Man grievously injured in traffic accident,2025-08-04,2025-08-07,"A 28-year-old man who lives in Għargħur, at around 0745hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq ix-Xatt Ta’ Xbiex, Ta’ Xbiex.Preliminary investigations showed that the man was hit by a Toyota IQ, which was being driven by a 52-year-old Italian man residing in Gzira.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",Triq ix-Xatt Ta' Xbiex,Ta' Xbiex,"(""Triq ix-Xatt Ta' Xbiex"", ""Ta' Xbiex"")","Man grievously injured in traffic accident A 28-year-old man who lives in Għargħur, at around 0745hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq ix-Xatt Ta’ Xbiex, Ta’ Xbiex.Preliminary investigations showed that the man was hit by a Toyota IQ, which was being driven by a 52-year-old Italian man residing in Gzira.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",False,,"['Pedestrian', 'Car']",['Accident'],['Mater Dei'],['Grievous'],['Toyota'],Monday,07:45,28,35.8991087,14.4948986,24.840499877929688,0.0,0.0,0.0,44220.0,13.77911376953125,340.1446838378906,2.0,0.0,44.279998779296875,19.576189041137695,304.6138916015625,2025-08-04 22:00:00+00:00
Naxxar traffic accident,2024-12-22,2024-12-22,"Today, at around 0930hrs, the Police were informed of a traffic accident in Salini Street, Naxxar.Preliminary investigations by the Police showed that the accident occurred between three motorcycles – an Aprilia that was being driven by a 31-year-old man from Qormi, a Honda that was being driven by a 40-year-old man from Mqabba and a Yamaha that was being driven by a 29-year-old man from St Paul’s Bay – as well as a Mercedes that was being driven by a 27-year-old woman.The men, aged 31 and 40, were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. The 40-year-old man was later certified to have sustained serious injuries while the other suffered slight injuries.Magistrate Dr Joe Mifsud LL.D was informed about the case and appointed an inquiry while the Police are investigating the case.",Salini Street,In-Naxxar,"('Salini Street', 'In-Naxxar')","Naxxar traffic accident Today, at around 0930hrs, the Police were informed of a traffic accident in Salini Street, Naxxar.Preliminary investigations by the Police showed that the accident occurred between three motorcycles – an Aprilia that was being driven by a 31-year-old man from Qormi, a Honda that was being driven by a 40-year-old man from Mqabba and a Yamaha that was being driven by a 29-year-old man from St Paul’s Bay – as well as a Mercedes that was being driven by a 27-year-old woman.The men, aged 31 and 40, were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. The 40-year-old man was later certified to have sustained serious injuries while the other suffered slight injuries.Magistrate Dr Joe Mifsud LL.D was informed about the case and appointed an inquiry while the Police are investigating the case.",False,,"['Motorcycle', 'Car']",['Accident'],['Mater Dei'],"['Slight', 'Serious']","['Aprilia', 'Honda', 'Mercedes', 'Yamaha']",Sunday,09:30,31,35.9133396,14.4432851,14.468999862670898,0.0,0.0,0.0,35420.0,21.995380401611328,291.10491943359375,3.0,0.0,47.880001068115234,23.03156089782715,303.3807373046875,2024-12-22 22:00:00+00:00
Woman grievously injured in traffic accident,2025-07-23,2025-07-23,"A 74-year-old woman who lives in Gżira, at around 0930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Tas-Sliema, Gżira.Preliminary investigations showed that the victim was hit by a Toyota Tercel, which was being driven by a 76-year-old man residing in San Ġwann.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",Triq Tas-Sliema,Il-Gżira,"('Triq Tas-Sliema', 'Il-Gżira')","Woman grievously injured in traffic accident A 74-year-old woman who lives in Gżira, at around 0930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Tas-Sliema, Gżira.Preliminary investigations showed that the victim was hit by a Toyota Tercel, which was being driven by a 76-year-old man residing in San Ġwann.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",False,,"['Pedestrian', 'Car']",['Accident'],['Mater Dei'],['Grievous'],['Toyota'],Wednesday,09:30,74,35.9077803,14.4961247,25.81450080871582,0.0,0.0,0.0,12340.0,3.3190360069274902,229.39878845214844,2.0,0.0,23.399999618530273,9.504273414611816,313.2375793457031,2025-07-23 22:00:00+00:00
Traffic accident in Tarxien,2025-07-24,2025-07-24,"Early this morning, at around 0430 hrs, the Police were informed of a traffic accident in Triq San Anard, Tarxien.Preliminary investigations showed that a 40-year-old man from Tarxien lost control of his Kawasaki motorcycle and overturned. A 33-year-old Latvian woman who resides in Marsascala was also on the bike.A medical team was called on site and an ambulance took the two persons to Mater Dei Hospital, where the man was certified to have sustained grievous injuries while the woman was certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry while the Police are carrying out investigations.",Triq San Anard,Ħal Tarxien,"('Triq San Anard', 'Ħal Tarxien')","Traffic accident in Tarxien Early this morning, at around 0430 hrs, the Police were informed of a traffic accident in Triq San Anard, Tarxien.Preliminary investigations showed that a 40-year-old man from Tarxien lost control of his Kawasaki motorcycle and overturned. A 33-year-old Latvian woman who resides in Marsascala was also on the bike.A medical team was called on site and an ambulance took the two persons to Mater Dei Hospital, where the man was certified to have sustained grievous injuries while the woman was certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry while the Police are carrying out investigations.",False,,['Motorcycle'],['Accident'],['Mater Dei'],"['Serious', 'Grievous']",['Kawasaki'],Thursday,04:30,40,35.8648857,14.5114877,27.724000930786133,0.0,0.0,0.0,60880.0,1.7999999523162842,323.1300048828125,1.0,0.0,18.0,6.839999675750732,213.38851928710938,2025-07-24 22:00:00+00:00
Collision between car and motorcycle in Mġarr,2025-05-06,2025-05-06,"On Friday the 2nd of May, at around half past three in the afternoon (1530 hrs), the Police were informed of a traffic accident in Triq L-Imġarr, Mġarr.Preliminary investigations showed that a collision occurred between a Toyota Starlet driven by a 54-year-old man from Mosta and a Honda motorcycle driven by a 63-year-old man from Għarb, Gozo.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry. Police investigations into the accident are ongoing.",Triq L-Imġarr,L-Imġarr,"('Triq L-Imġarr', 'L-Imġarr')","Collision between car and motorcycle in Mġarr On Friday the 2nd of May, at around half past three in the afternoon (1530 hrs), the Police were informed of a traffic accident in Triq L-Imġarr, Mġarr.Preliminary investigations showed that a collision occurred between a Toyota Starlet driven by a 54-year-old man from Mosta and a Honda motorcycle driven by a 63-year-old man from Għarb, Gozo.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry. Police investigations into the accident are ongoing.",False,,"['Motorcycle', 'Car']","['Collision', 'Accident']",['Mater Dei'],['Serious'],"['Honda', 'Toyota']",Tuesday,15:30,54,35.9194409,14.3665109,18.876998901367188,0.0,0.0,0.0,42240.0,5.351784706115723,19.653913497924805,3.0,0.0,36.71999740600586,19.453327178955078,45.97967529296875,2025-05-06 22:00:00+00:00
Traffic accident in Siggiewi,2025-02-16,2025-02-16,"Today, at around 1100hrs, the Police were informed of a traffic accident in Triq il-Kilpa, Siġġiewi.Preliminary investigations showed that a 50-year-old man from Mosta lost control of his bike and crashed into a Toyota Vitz that was being driven by a 55-year-old man from Siggiewi.The cyclist was assisted by a medical team and taken to Mater Dei Hospital by an ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",Triq il-Kilpa,Is-Siġġiewi,"('Triq il-Kilpa', 'Is-Siġġiewi')","Traffic accident in Siggiewi Today, at around 1100hrs, the Police were informed of a traffic accident in Triq il-Kilpa, Siġġiewi.Preliminary investigations showed that a 50-year-old man from Mosta lost control of his bike and crashed into a Toyota Vitz that was being driven by a 55-year-old man from Siggiewi.The cyclist was assisted by a medical team and taken to Mater Dei Hospital by an ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",False,,"['Bike', 'Car']",['Accident'],['Mater Dei'],['Grievous'],['Toyota'],Sunday,11:00,50,35.8539354,14.438063,12.87600040435791,0.0,0.0,0.0,8020.0,9.5042724609375,307.30401611328125,80.0,0.0,69.83999633789062,29.142215728759766,311.5905456542969,2025-02-16 22:00:00+00:00
Żejtun traffic accident,2025-02-04,2025-02-04,"Today, at around 1130 hrs, the Police were informed of a traffic accident in Triq Alfredo Cachia Zammit, Żejtun.Preliminary investigations showed that a collision occurred between a Skoda Fabia that was being driven by a 58-year-old woman from Zabbar and a Yamaha T115 motorcycle that was being driven by a 66-year-old man from Cospicua. A 56-year-old woman from Cospicua was also on the bike.The driver and the passenger were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. They were later certified to have sustained grievous injuries.The Police are investigating the case.",Triq Alfredo Cachia Zammit,Iż-Żejtun,"('Triq Alfredo Cachia Zammit', 'Iż-Żejtun')","Żejtun traffic accident Today, at around 1130 hrs, the Police were informed of a traffic accident in Triq Alfredo Cachia Zammit, Żejtun.Preliminary investigations showed that a collision occurred between a Skoda Fabia that was being driven by a 58-year-old woman from Zabbar and a Yamaha T115 motorcycle that was being driven by a 66-year-old man from Cospicua. A 56-year-old woman from Cospicua was also on the bike.The driver and the passenger were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. They were later certified to have sustained grievous injuries.The Police are investigating the case.",False,,"['Motorcycle', 'Car']","['Collision', 'Accident']",['Mater Dei'],['Grievous'],"['Yamaha', 'Skoda']",Tuesday,11:30,58,35.853701,14.53153,11.456500053405762,0.0,0.0,0.0,34580.0,2.9024126529693604,330.2552185058594,3.0,0.0,19.440000534057617,8.89134407043457,344.0545349121094,2025-02-04 22:00:00+00:00
Man grievously injured in a traffic accident,2025-07-10,2025-07-10,"A 78-year-old man who lives in Siġġiewi, at around 0630 hrs, was taken to Mater Dei Hospital following a traffic accident in Triq Dun Manwel Zammit, Siġġiewi.Preliminary investigations showed that the man was hit by a Toyota Auris, that was being driven by a 24-year-old man who also lives in Siġġiewi.The man was assisted by a medical team, taken to hospital by an ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",Triq Dun Manwel Zammit,Is-Siġġiewi,"('Triq Dun Manwel Zammit', 'Is-Siġġiewi')","Man grievously injured in a traffic accident A 78-year-old man who lives in Siġġiewi, at around 0630 hrs, was taken to Mater Dei Hospital following a traffic accident in Triq Dun Manwel Zammit, Siġġiewi.Preliminary investigations showed that the man was hit by a Toyota Auris, that was being driven by a 24-year-old man who also lives in Siġġiewi.The man was assisted by a medical team, taken to hospital by an ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",False,,"['Pedestrian', 'Car']",['Accident'],['Mater Dei'],['Grievous'],['Toyota'],Thursday,06:30,78,35.8539354,14.438063,24.125999450683594,0.0,0.0,0.0,33400.0,9.36691951751709,272.2025451660156,2.0,0.0,34.560001373291016,16.39482879638672,324.03594970703125,2025-07-10 22:00:00+00:00
Traffic accident in Gzira,2025-09-05,2025-09-05,"Yesterday, at around 1815hrs, the police were informed of a traffic accident in Triq Ix-Xatt, Gzira.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a moped Surron light Bee driven by a 24-year-old man residing in Tarxien and a Honda NSC110 motorcycle driven by a 35-year-old Libyan man residing in Zurrieq.A medical team was called on site and an ambulance took the two men to Mater Dei Hospital. Later, the motorcyclist was certified to have sustained grievous injuries while the other was certified to have suffered slight injuries.Police investigations are ongoing.",Triq Ix-Xatt,Il-Gżira,"('Triq Ix-Xatt', 'Il-Gżira')","Traffic accident in Gzira Yesterday, at around 1815hrs, the police were informed of a traffic accident in Triq Ix-Xatt, Gzira.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a moped Surron light Bee driven by a 24-year-old man residing in Tarxien and a Honda NSC110 motorcycle driven by a 35-year-old Libyan man residing in Zurrieq.A medical team was called on site and an ambulance took the two men to Mater Dei Hospital. Later, the motorcyclist was certified to have sustained grievous injuries while the other was certified to have suffered slight injuries.Police investigations are ongoing.",False,,['Motorcycle'],"['Collision', 'Accident']",['Mater Dei'],"['Slight', 'Grievous']",['Honda'],Friday,18:15,24,35.9077803,14.4961247,22.414501190185547,0.0,0.0,0.0,12360.0,4.072935104370117,224.99989318847656,2.0,0.0,29.8799991607666,12.287554740905762,279.2249450683594,2025-09-05 22:00:00+00:00
Two-car accident in Birżebbuġa,2025-04-14,2025-04-14,"Yesterday, at about 1745hrs, the Police were informed of a traffic accident in Birżebbuġa Road, Birżebbuġa.Preliminary investigations found that a collision occurred between a Smart driven by a 41-year-old man from Gudja and a Toyota Passo driven by a 36-year-old woman from Żabbar.A medical team was called on site and an ambulance took the man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",Birżebbuġa Road,Birżebbuġa,"('Birżebbuġa Road', 'Birżebbuġa')","Two-car accident in Birżebbuġa Yesterday, at about 1745hrs, the Police were informed of a traffic accident in Birżebbuġa Road, Birżebbuġa.Preliminary investigations found that a collision occurred between a Smart driven by a 41-year-old man from Gudja and a Toyota Passo driven by a 36-year-old woman from Żabbar.A medical team was called on site and an ambulance took the man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",False,,['Car'],"['Collision', 'Accident']",['Mater Dei'],['Grievous'],"['Smart', 'Toyota']",Monday,17:45,41,35.8269478,14.5274189,17.647499084472656,0.0,0.0,0.0,26520.0,17.727943420410156,113.96249389648438,3.0,0.0,51.839996337890625,28.820241928100586,134.49795532226562,2025-04-14 22:00:00+00:00
Motorcycle accident,2025-07-24,2025-07-24,"A 65-year-old man, a resident of Mellieħa, was taken to Mater Dei Hospital at about 1015 hrs after he was injured in an accident in Salina Road, Naxxar.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control, crashed into a pavement and fell off.He was assisted by a medical team, taken to hospital by an ambulance and certified thathe was grievously injured.Police investigations are ongoing.",an accident in Salina Road,In-Naxxar,"('an accident in Salina Road', 'In-Naxxar')","Motorcycle accident A 65-year-old man, a resident of Mellieħa, was taken to Mater Dei Hospital at about 1015 hrs after he was injured in an accident in Salina Road, Naxxar.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control, crashed into a pavement and fell off.He was assisted by a medical team, taken to hospital by an ambulance and certified thathe was grievously injured.Police investigations are ongoing.",False,,['Motorcycle'],['Accident'],['Mater Dei'],[],['Honda'],Thursday,10:15,65,35.9133396,14.4432851,27.818998336791992,0.0,0.0,0.0,54920.0,1.8356469869613647,348.6900939941406,0.0,0.0,16.919998168945312,7.862518310546875,246.39280700683594,2025-07-24 22:00:00+00:00
