accident_types,age,all_text,brands,content,daily_rain_sum,daily_weather_code,daily_wind_direction_10m_dominant,daily_wind_gusts_10m_max,daily_wind_speed_10m_max,date_modified,date_published,day,hospital,hourly_precipitation,hourly_rain,hourly_showers,hourly_temperature_2m,hourly_visibility,hourly_winddirection_10m,hourly_windspeed_10m,injuries,latitude,longitude,road,time,title,town,vehicles
"['Accident', 'Collision']",37.0,"Collision between a bus and a van in St Julian&#8217;s This morning, at around 1030hrs, the Police were informed about a traffic accident in Triq Mikiel Anton Vassalli, St Julian’s.Preliminary investigations by the Police showed that there was a collision between an Otokar Vectio bus that was being driven by a 37-year-old man from Marsaskala and a Ford Tourneo Courier van that was being driven by a 39-year-old woman from Naxxar.The bus driver was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further treatment. He was later certified as suffering from serious injuries. The woman of the other vehicle was not injured.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry, while Police investigations are ongoing.","['Van', 'Ford']","This morning, at around 1030hrs, the Police were informed about a traffic accident in Triq Mikiel Anton Vassalli, St Julian’s.Preliminary investigations by the Police showed that there was a collision between an Otokar Vectio bus that was being driven by a 37-year-old man from Marsaskala and a Ford Tourneo Courier van that was being driven by a 39-year-old woman from Naxxar.The bus driver was assisted by a medical team and taken to Mater Dei Hospital by an ambulance for further treatment. He was later certified as suffering from serious injuries. The woman of the other vehicle was not injured.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry, while Police investigations are ongoing.",0.6000000238418579,80.0,277.9156188964844,90.0,35.4065055847168,2024-12-23,2024-12-23,Monday,['Mater Dei'],0.0,0.0,0.0,14.321000099182129,53100.0,297.29949951171875,25.11758041381836,['serious'],35.8629162,14.5591879,Triq Mikiel Anton Vassalli,10:30,Collision between a bus and a van in St Julian&#8217;s,Marsaskala,"['Motorcycle', 'Vehicle', 'Car', 'Van', 'Bus']"
[],,Persons injured in separate traffic accidents (Part 1) Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.,[],Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.,,,,,,2025-02-01,2025-02-01,Saturday,['Mater Dei'],,,,,,,,[],,,,12:00,Persons injured in separate traffic accidents (Part 1),,[]
['Accident'],34.0,"Persons injured in separate traffic accidents (Part 2) The first accident occurred at around 0500hrs, in Hal Farrug Road, Luqa. Preliminary investigations showed that a 34-year-old man from Qrendi was driving a Ford Fiesta, lost control and crashed into an electricity pole.",['Ford'],"The first accident occurred at around 0500hrs, in Hal Farrug Road, Luqa. Preliminary investigations showed that a 34-year-old man from Qrendi was driving a Ford Fiesta, lost control and crashed into an electricity pole.",,,,,,2025-02-01,2025-02-01,Saturday,[],,,,,,,,[],,,,05:00,Persons injured in separate traffic accidents (Part 2),,['Car']
['Collision'],59.0,"Persons injured in separate traffic accidents (Part 3) The second incident happened for about the 1245hrs, in D’ Argens Street, Gzira. Preliminary investigations showed that a collision occurred between a Yamaha YB125 motorcycle driven by a 59-year-old man residing in Fgura and a Mazda Demio driven by a 30-year-old man residing in Birkirkara.A medical team assisted in both incidents and the two men aged 34 and 59 years were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.","['Yamaha', 'Mazda']","The second incident happened for about the 1245hrs, in D’ Argens Street, Gzira. Preliminary investigations showed that a collision occurred between a Yamaha YB125 motorcycle driven by a 59-year-old man residing in Fgura and a Mazda Demio driven by a 30-year-old man residing in Birkirkara.A medical team assisted in both incidents and the two men aged 34 and 59 years were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,3.0,129.7322540283203,64.43999481201172,27.497026443481445,2025-02-01,2025-02-01,Saturday,[],0.0,0.0,0.0,18.126501083374023,66020.0,136.06082153320312,27.497026443481445,['grievous'],35.8994577,14.4649552,,12:45,Persons injured in separate traffic accidents (Part 3),Birkirkara,"['Motorcycle', 'Car']"
['Accident'],21.0,"Traffic accident in Gozo Today, at around 1245hrs, the Police were informed of a traffic accident in Giorgio Borg Olivier Street, Victoria, Gozo.The Police went immediately on site and preliminary investigations showed that a Kia Ceed driven by a 21-year-old man residing in Qala, Gozo, overturned after crashing into a wall.A medical team and Civil Protection personnel were called on site to assist, and an ambulance took the man to Gozo General Hospital for treatment. He was later certified with serious injuries.Magistrate Dr Simone Grech LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.","['Victoria', 'Kia']","Today, at around 1245hrs, the Police were informed of a traffic accident in Giorgio Borg Olivier Street, Victoria, Gozo.The Police went immediately on site and preliminary investigations showed that a Kia Ceed driven by a 21-year-old man residing in Qala, Gozo, overturned after crashing into a wall.A medical team and Civil Protection personnel were called on site to assist, and an ambulance took the man to Gozo General Hospital for treatment. He was later certified with serious injuries.Magistrate Dr Simone Grech LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.",,,,,,2025-02-17,2025-02-17,Monday,['Gozo General Hospital'],,,,,,,,['serious'],,,,12:45,Traffic accident in Gozo,,"['Motorcycle', 'Car']"
"['Collision', 'Accident']",81.0,"Traffic accident in Naxxar Update:Bothdrivers and the double decker passengers were certified with slight injuries.The Magisterial Inquiry and Police investigations are ongoing.Earlier:Today, at around 1515 hrs, the Police were informed of a traffic accident along the Coast Road in Naxxar.Preliminary investigations by the District Police found that a collision occurred between a Volvo double decker and a Jaguar XF. The Jaguar was being driven by an 81-year-old man from Zebbug who was accompanied by an 80-year-old woman, also from Zebbug. The double decker was being driven by a 39-year-old Kenyan national who lives in Zurrieq and was carrying a number of passengers.A medical team and Civil Protection personnel were called to the scene to assist. Ambulances took the two drivers, the elderly woman as well as three women who were on the double decker, to Mater Dei Hospital for treatment.Later, the 80-year-old woman was certified as suffering from grievous injuries while the conditions of the other persons are still pending.Magistrate Antione Agius Bonnici LL.D was informed and appointed an inquiry while Police investigations are ongoing.","['Volvo', 'Jaguar']","Update:Bothdrivers and the double decker passengers were certified with slight injuries.The Magisterial Inquiry and Police investigations are ongoing.Earlier:Today, at around 1515 hrs, the Police were informed of a traffic accident along the Coast Road in Naxxar.Preliminary investigations by the District Police found that a collision occurred between a Volvo double decker and a Jaguar XF. The Jaguar was being driven by an 81-year-old man from Zebbug who was accompanied by an 80-year-old woman, also from Zebbug. The double decker was being driven by a 39-year-old Kenyan national who lives in Zurrieq and was carrying a number of passengers.A medical team and Civil Protection personnel were called to the scene to assist. Ambulances took the two drivers, the elderly woman as well as three women who were on the double decker, to Mater Dei Hospital for treatment.Later, the 80-year-old woman was certified as suffering from grievous injuries while the conditions of the other persons are still pending.Magistrate Antione Agius Bonnici LL.D was informed and appointed an inquiry while Police investigations are ongoing.",0.0,3.0,146.2172088623047,45.36000061035156,23.424907684326172,2025-04-14,2025-04-13,Sunday,['Mater Dei'],0.0,0.0,0.0,18.7189998626709,68020.0,144.34458923339844,20.380578994750977,"['grievous', 'slight']",35.9133396,14.4432851,,15:15,Traffic accident in Naxxar,In-Naxxar,['Car']
"['Collision', 'Accident']",45.0,"Naxxar traffic accident Today, at around 1015hrs, the Police were informed of a traffic accident in Triq il-Fortizza tal-Mosta, Naxxar.Preliminary investigations showed that a collision occurred between a Vauxhall driven by a 45-year-old woman from Naxxar and a Daelim motorcycle driven by a 34-year-old man from Mosta.The man was assisted by a medical team and taken to Mater Dei Hospital by ambulance for further medical attention. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",['Daelim'],"Today, at around 1015hrs, the Police were informed of a traffic accident in Triq il-Fortizza tal-Mosta, Naxxar.Preliminary investigations showed that a collision occurred between a Vauxhall driven by a 45-year-old woman from Naxxar and a Daelim motorcycle driven by a 34-year-old man from Mosta.The man was assisted by a medical team and taken to Mater Dei Hospital by ambulance for further medical attention. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",,,,,,2025-01-16,2025-01-16,Thursday,['Mater Dei'],,,,,,,,['grievous'],,,,10:15,Naxxar traffic accident,,['Motorcycle']
['Accident'],21.0,"Man injured in traffic accident Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Kennedy Drive, St Paul’s Bay.The Police went immediately on site and preliminary investigations showed that a man, a 21-year-old Nepalese national residing in St Paul’s Bay, was injured after the Peugeot Tweet motorcycle he was riding was allegedly hit by a vehicle that was driven away from the scene.A medical team was called on site and an ambulance took the man to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.",['Peugeot'],"Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Kennedy Drive, St Paul’s Bay.The Police went immediately on site and preliminary investigations showed that a man, a 21-year-old Nepalese national residing in St Paul’s Bay, was injured after the Peugeot Tweet motorcycle he was riding was allegedly hit by a vehicle that was driven away from the scene.A medical team was called on site and an ambulance took the man to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.",,,,,,2025-06-05,2025-06-05,Thursday,['Mater Dei'],,,,,,,,['grievous'],,,,21:15,Man injured in traffic accident,,"['Motorcycle', 'Vehicle']"
['Accident'],84.0,"Woman grievously injured in a traffic accident An 84-year-old woman, a resident of Naxxar, was hospitalised at 0930 hrs after being injured in a traffic accident in Triq il-Kappella Ta’ Xagħra, Naxxar.It resulted from initial investigations that the victim was hit by Hyundai Excel, that was being driven by an 84-year-old man from Naxxar.The woman was assisted by a medical team and taken to hospital by ambulance, where she was certified to be suffering from grievous injuries.Police investigations are ongoing.",['Hyundai'],"An 84-year-old woman, a resident of Naxxar, was hospitalised at 0930 hrs after being injured in a traffic accident in Triq il-Kappella Ta’ Xagħra, Naxxar.It resulted from initial investigations that the victim was hit by Hyundai Excel, that was being driven by an 84-year-old man from Naxxar.The woman was assisted by a medical team and taken to hospital by ambulance, where she was certified to be suffering from grievous injuries.Police investigations are ongoing.",,,,,,2025-10-06,2025-10-06,Monday,[],,,,,,,,['grievous'],,,,09:30,Woman grievously injured in a traffic accident,,"['Car', 'Pedestrian']"
['Accident'],33.0,"Motorcycle accident in Mgarr A 33-year-old Indian national and residing in San Ġwann, at around 1900hrs of yesterday evening, was taken to Mater Dei Hospital because he was injured in a traffic accident in Mosta Road, Mġarr.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.","['Honda', 'Indian']","A 33-year-old Indian national and residing in San Ġwann, at around 1900hrs of yesterday evening, was taken to Mater Dei Hospital because he was injured in a traffic accident in Mosta Road, Mġarr.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,1.0,33.28446960449219,21.959999084472656,10.308830261230469,2025-08-11,2025-08-11,Monday,['Mater Dei'],0.0,0.0,0.0,28.476499557495117,54880.0,356.4237365722656,5.771238803863525,['grievous'],35.9093052,14.4788042,,19:00,Motorcycle accident in Mgarr,San Ġwann,['Motorcycle']
['Accident'],46.0,"Man grievously injured in traffic accident Yesterday, at half past two in the afternoon (1430 hrs), the Police were informed of a traffic accident along the Coast Road, in Naxxar.Preliminary investigations showed that a 46-year-old man from Fgura lost control of his Suzuki motorcycle, fell and crashed into a BMW which was being driven on the opposite lane by a 30-year-old man from St Paul’s Bay.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.","['Suzuki', 'Bmw']","Yesterday, at half past two in the afternoon (1430 hrs), the Police were informed of a traffic accident along the Coast Road, in Naxxar.Preliminary investigations showed that a 46-year-old man from Fgura lost control of his Suzuki motorcycle, fell and crashed into a BMW which was being driven on the opposite lane by a 30-year-old man from St Paul’s Bay.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",0.0,3.0,258.8585510253906,36.71999740600586,20.037485122680664,2025-01-26,2025-01-26,Sunday,['Mater Dei'],0.0,0.0,0.0,17.9689998626709,42160.0,264.8056640625,19.881649017333984,['grievous'],35.9133396,14.4432851,,14:30,Man grievously injured in traffic accident,In-Naxxar,['Motorcycle']
[],,"3 persons injured in separate traffic accidents (Part 1) Three persons were taken to Mater Dei Hospital, yesterday, after they were injured in two separate traffic accidents.",[],"Three persons were taken to Mater Dei Hospital, yesterday, after they were injured in two separate traffic accidents.",,,,,,2025-08-07,2025-08-07,Thursday,['Mater Dei'],,,,,,,,[],,,,12:00,3 persons injured in separate traffic accidents (Part 1),,[]
"['Collision', 'Accident']",48.0,"3 persons injured in separate traffic accidents (Part 2) The first accident occurred at around 1130 hrs, in Salina Street, Naxxar. Preliminary investigations showed that a collision occurred between a Nooma Bravo GLE motorcycle driven by a 48-year-old Bulgarian from St Paul’s Bay and a Hyundai I10 driven by a 60-year-old Spaniard.",['Hyundai'],"The first accident occurred at around 1130 hrs, in Salina Street, Naxxar. Preliminary investigations showed that a collision occurred between a Nooma Bravo GLE motorcycle driven by a 48-year-old Bulgarian from St Paul’s Bay and a Hyundai I10 driven by a 60-year-old Spaniard.",,,,,,2025-08-07,2025-08-07,Thursday,[],,,,,,,,[],,,,11:30,3 persons injured in separate traffic accidents (Part 2),,"['Motorcycle', 'Car']"
"['Collision', 'Accident']",23.0,"3 persons injured in separate traffic accidents (Part 3) The second accident occurred at 1230 hrs in Cospicua Road, Zabbar. Preliminary investigations showed that a collision occurred between a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorcycle driven by a 45-year-old man from Żabbar. An 8-year-old boy was also on the bike.A medical team assisted in the two incidents and the motorcyclists and the 8-year-old boy were taken to hospital by an ambulance for medical treatment. Later, they were certified to have sustained grievous injuries.Police investigations are ongoing.","['Fiat', 'Honda']","The second accident occurred at 1230 hrs in Cospicua Road, Zabbar. Preliminary investigations showed that a collision occurred between a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorcycle driven by a 45-year-old man from Żabbar. An 8-year-old boy was also on the bike.A medical team assisted in the two incidents and the motorcyclists and the 8-year-old boy were taken to hospital by an ambulance for medical treatment. Later, they were certified to have sustained grievous injuries.Police investigations are ongoing.",,,,,,2025-08-07,2025-08-07,Thursday,[],,,,,,,,['grievous'],,,,12:30,3 persons injured in separate traffic accidents (Part 3),,"['Motorcycle', 'Car']"
"['Accident', 'Collision']",62.0,"Motorcycle-truck collision in Żejtun Today, at around noon, the Police were informed of a traffic accident in Triq il-Ħotba, Żejtun.Preliminary investigations showed that a collision occurred between a Honda motorcycle driven by a 62-year-old woman residing in Ħamrun and an Isuzu truck driven by a 25-year-old Indian man residing in Luqa.The woman was assisted by a medical team and taken to Mater Dei Hospital by ambulance, where she was certified to have sustained grievous injuries.Police investigations are still ongoing.","['Honda', 'Indian']","Today, at around noon, the Police were informed of a traffic accident in Triq il-Ħotba, Żejtun.Preliminary investigations showed that a collision occurred between a Honda motorcycle driven by a 62-year-old woman residing in Ħamrun and an Isuzu truck driven by a 25-year-old Indian man residing in Luqa.The woman was assisted by a medical team and taken to Mater Dei Hospital by ambulance, where she was certified to have sustained grievous injuries.Police investigations are still ongoing.",,,,,,2024-12-27,2024-12-27,Friday,['Mater Dei'],,,,,,,,['grievous'],,,,12:00,Motorcycle-truck collision in Żejtun,,"['Motorcycle', 'Truck']"
"['Collision', 'Accident']",44.0,"Motorcyclist seriously injured Yesterday, at around four in the afternoon (1600 hrs), the Police were informed of a traffic accident along the Coast Road, Naxxar.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 44-year-old woman from St Paul’s Bay and a CF Moto motorcycle driven by a 53-year-old man from Belgium who lives in Gzira.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital for treatment where he was later certified to have sustained serious injuries.Magistrate Dr Monica Borg Galea LL. D was informed of the case and opened a Magisterial Inquiry while Police investigations are ongoing.","['Toyota', 'Moto', 'Cf']","Yesterday, at around four in the afternoon (1600 hrs), the Police were informed of a traffic accident along the Coast Road, Naxxar.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 44-year-old woman from St Paul’s Bay and a CF Moto motorcycle driven by a 53-year-old man from Belgium who lives in Gzira.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital for treatment where he was later certified to have sustained serious injuries.Magistrate Dr Monica Borg Galea LL. D was informed of the case and opened a Magisterial Inquiry while Police investigations are ongoing.",,,,,,2025-08-18,2025-08-18,Monday,['Mater Dei'],,,,,,,,['serious'],,,,16:00,Motorcyclist seriously injured,,"['Motorcycle', 'Car']"
['Accident'],29.0,"Woman grievously injured in traffic accident A 29-year-old Spanish woman, at around 1215hrs, was taken to the Gozo General Hospital because she was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by Mazda 2, which was being driven by a woman a 64-year-old resident of Rabat, Gozo.The woman was assisted by a medical team, taken to hospital by ambulance and certified that she was grievously injured.Police investigations are ongoing.","['Victoria', 'Mazda']","A 29-year-old Spanish woman, at around 1215hrs, was taken to the Gozo General Hospital because she was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by Mazda 2, which was being driven by a woman a 64-year-old resident of Rabat, Gozo.The woman was assisted by a medical team, taken to hospital by ambulance and certified that she was grievously injured.Police investigations are ongoing.",,,,,,2025-09-17,2025-09-16,Tuesday,['Gozo General Hospital'],,,,,,,,[],,,,12:15,Woman grievously injured in traffic accident,,"['Motorcycle', 'Car', 'Pedestrian']"
['Accident'],28.0,"Traffic accident in St Julian&#8217;s Yesterday, at around 1530hrs, the Police were informed about a traffic accident in Mikiel Anton Vassalli Street, St Julian’s.Preliminary investigations showed that a 28-year-old man from Żejtun lost control of the BMW he was driving and overturned. A 25-year-old man from Zejtun was also in the vehicle.The 25-year-old was assisted by a medical team, taken to Mater Dei Hospital by an ambulance and certified to have sustained grievous injuries.Members of the Civil Protection Department were also on site to assist.The Police are investigating the case.",['Bmw'],"Yesterday, at around 1530hrs, the Police were informed about a traffic accident in Mikiel Anton Vassalli Street, St Julian’s.Preliminary investigations showed that a 28-year-old man from Żejtun lost control of the BMW he was driving and overturned. A 25-year-old man from Zejtun was also in the vehicle.The 25-year-old was assisted by a medical team, taken to Mater Dei Hospital by an ambulance and certified to have sustained grievous injuries.Members of the Civil Protection Department were also on site to assist.The Police are investigating the case.",,,,,,2024-12-26,2024-12-26,Thursday,['Mater Dei'],,,,,,,,['grievous'],,,,15:30,Traffic accident in St Julian&#8217;s,,['Motorcycle']
['Accident'],35.0,"Fatal motorcycle accident A 35-year-old man and residing in Qormi, lost his life today afternoon in a traffic accident in St Paul’s Bay.The accident happened at around 1230hrs in St Paul’s Bay BypassFrom initial investigations it appears that the man was riding a Suzuki motorcycle direction to Xemxija, when he lost control and crashed into the barriers.The victim was immediately assisted by a medical team but unfortunately, he was certified dead on site.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",['Suzuki'],"A 35-year-old man and residing in Qormi, lost his life today afternoon in a traffic accident in St Paul’s Bay.The accident happened at around 1230hrs in St Paul’s Bay BypassFrom initial investigations it appears that the man was riding a Suzuki motorcycle direction to Xemxija, when he lost control and crashed into the barriers.The victim was immediately assisted by a medical team but unfortunately, he was certified dead on site.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",,,,,,2025-05-27,2025-05-27,Tuesday,[],,,,,,,,[],,,,12:30,Fatal motorcycle accident,,['Motorcycle']
"['Collision', 'Accident']",46.0,"Traffic accident in Mosta A 46-year-old motorcyclist resident in Rabat, was seriously injured early this morning in a traffic accident in Mosta.The accident happened at around 0200hrs in Triq iż-Żejfa.Preliminary investigations showed that a collision occurred between a BMW motorcycle being driven by a Transport Malta official and a Peugeot 206 driven by a 54-year-old man residing in Naxxar.A medical team was immediately summoned to assist the officer and was then taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.","['Peugeot', 'Bmw']","A 46-year-old motorcyclist resident in Rabat, was seriously injured early this morning in a traffic accident in Mosta.The accident happened at around 0200hrs in Triq iż-Żejfa.Preliminary investigations showed that a collision occurred between a BMW motorcycle being driven by a Transport Malta official and a Peugeot 206 driven by a 54-year-old man residing in Naxxar.A medical team was immediately summoned to assist the officer and was then taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",0.0,3.0,269.1123962402344,37.439998626708984,21.86240577697754,2025-04-18,2025-04-18,Friday,['Mater Dei'],0.0,0.0,0.0,13.218999862670898,28540.0,216.25392150878906,6.696386814117432,[],35.9133396,14.4432851,,02:00,Traffic accident in Mosta,In-Naxxar,['Motorcycle']
"['Accident', 'Collision']",65.0,"Car-motorcycle collision in Marsa Today, at around 0715hrs, the Police were informed of a traffic accident in Aldo Moro Street, Marsa.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 65-year-old man residing in San Ġwann and a Yamaha GPD125-A motorcycle driven by a 37-year-old Albanian man who lives in St Paul’s Bay.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.","['Toyota', 'Yamaha']","Today, at around 0715hrs, the Police were informed of a traffic accident in Aldo Moro Street, Marsa.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 65-year-old man residing in San Ġwann and a Yamaha GPD125-A motorcycle driven by a 37-year-old Albanian man who lives in St Paul’s Bay.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,3.0,349.18170166015625,47.15999984741211,21.43738555908203,2025-05-24,2025-05-24,Saturday,['Mater Dei'],0.0,0.0,0.0,19.87649917602539,33460.0,308.3675231933594,11.019763946533203,['grievous'],35.9093052,14.4788042,,07:15,Car-motorcycle collision in Marsa,San Ġwann,"['Motorcycle', 'Car']"
['Accident'],44.0,"Woman grievously injured in traffic accident A 44-year-old woman who lives in Balzan, at around 0815hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Kannizzata, Balzan.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 23-year-old woman residing in Attard.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",['Mazda'],"A 44-year-old woman who lives in Balzan, at around 0815hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Kannizzata, Balzan.Preliminary investigations showed that the victim was hit by a Mazda Demio, which was being driven by a 23-year-old woman residing in Attard.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",,,,,,2024-12-19,2024-12-19,Thursday,['Mater Dei'],,,,,,,,['grievous'],,,,08:15,Woman grievously injured in traffic accident,,"['Car', 'Pedestrian']"
['Accident'],33.0,"Cyclist grievously injured in San Gwann accident Today, at about (1045hrs), the Police were informed that their assistance was needed in Tal-Balal Road, San Gwann.The Police went immediately on site and there it resulted that an accident had occurred between a bike, on which there was a 33-year-old Italian man, and a DAF truck, which was being driven by a 32-year-old man residing in Mosta.The cyclist was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",['Daf'],"Today, at about (1045hrs), the Police were informed that their assistance was needed in Tal-Balal Road, San Gwann.The Police went immediately on site and there it resulted that an accident had occurred between a bike, on which there was a 33-year-old Italian man, and a DAF truck, which was being driven by a 32-year-old man residing in Mosta.The cyclist was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",0.0,80.0,281.6375732421875,70.91999816894531,30.498180389404297,2025-03-28,2025-03-28,Friday,['Mater Dei'],0.0,0.0,0.0,15.576499938964844,37700.0,276.340087890625,29.339448928833008,['grievous'],35.9093052,14.4788042,,10:45,Cyclist grievously injured in San Gwann accident,San Ġwann,"['Bike', 'Truck', 'Car']"
"['Accident', 'Collision']",40.0,"Traffic collision Yesterday, at around 1830 hrs, the Police were informed of a traffic accident in Mikiel Anton Vassalli Street, Msida.Preliminary investigations showed that a collision occurred between a Smart that was being driven by a 40-year-old Italian resident in Mosta and a Honda WW125 motorcycle that was being driven by a 45-year-old man who lives in Hamrun.A medical team was called on site and an ambulance took the man to Mater Dei hospital where he was certified to have sustained grievous injuries.The Police are carrying out investigations.","['Honda', 'Smart']","Yesterday, at around 1830 hrs, the Police were informed of a traffic accident in Mikiel Anton Vassalli Street, Msida.Preliminary investigations showed that a collision occurred between a Smart that was being driven by a 40-year-old Italian resident in Mosta and a Honda WW125 motorcycle that was being driven by a 45-year-old man who lives in Hamrun.A medical team was called on site and an ambulance took the man to Mater Dei hospital where he was certified to have sustained grievous injuries.The Police are carrying out investigations.",,,,,,2025-07-10,2025-07-10,Thursday,['Mater Dei'],,,,,,,,['grievous'],,,,18:30,Traffic collision,,"['Motorcycle', 'Car']"
['Accident'],70.0,"Man grievously injured in traffic accident A 70-year-old man residing in St Julian’s, at around 1415hrs, was taken to Gozo General Hospital because he was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by a Lintex HT125T-28 motorcycle, which was being driven by a 58-year-old man residing in Rabat, Gozo.The men were assisted by a medical team and the elderly man was taken to hospital by ambulance, where he was certified to have suffered grievous injuries.Police investigations are ongoing.","['Victoria', 'Lintex']","A 70-year-old man residing in St Julian’s, at around 1415hrs, was taken to Gozo General Hospital because he was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by a Lintex HT125T-28 motorcycle, which was being driven by a 58-year-old man residing in Rabat, Gozo.The men were assisted by a medical team and the elderly man was taken to hospital by ambulance, where he was certified to have suffered grievous injuries.Police investigations are ongoing.",,,,,,2025-09-25,2025-09-25,Thursday,['Gozo General Hospital'],,,,,,,,['grievous'],,,,14:15,Man grievously injured in traffic accident,,"['Motorcycle', 'Pedestrian']"
['Accident'],28.0,"Man grievously injured in traffic accident A 28-year-old man who lives in Għargħur, at around 0745hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq ix-Xatt Ta’ Xbiex, Ta’ Xbiex.Preliminary investigations showed that the man was hit by a Toyota IQ, which was being driven by a 52-year-old Italian man residing in Gzira.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",['Toyota'],"A 28-year-old man who lives in Għargħur, at around 0745hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq ix-Xatt Ta’ Xbiex, Ta’ Xbiex.Preliminary investigations showed that the man was hit by a Toyota IQ, which was being driven by a 52-year-old Italian man residing in Gzira.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",,,,,,2025-08-07,2025-08-04,Monday,['Mater Dei'],,,,,,,,['grievous'],,,,07:45,Man grievously injured in traffic accident,,"['Car', 'Pedestrian']"
